orderId,actualBoxId,actualUtilization,algorithmBoxId,algorithmUtilization,status
"TSHD2026022700018099","LOREAL04H",0.4618703704,"C0000007H",0.5450591878,"OK"
"TSHD2026022600002970","LRLC0003W",0.4806901311,"LOREAL02L",0.5407763975,"OK"
"TSHD2026030700063442","LRLC0003W",0.3437865769,"LOREAL01G",0.5765587384,"OK"
"TSHD2026022700008917","LOREAL03H",0.1983844151,"LOREAL17H",0.3132385501,"OK"
"TSHE2026030600119104","C0000011W",0.5036814071,"C0000011W",0.5036814071,"OK"
"TSHE2026030100080426","LRLC0003W",0.3029841270,"LOREAL01G",0.5081296296,"OK"
"TSHD2026030900028342","LOREAL04H",0.3074979938,"LOREAL03G",0.4789872596,"OK"
"TSHD2026022600000101","LRLC0003W",0.1549232229,"LOREAL01G",0.2598191551,"OK"
"TSHD2026022600075714","LOREAL04H",0.3099200412,"LOREAL03G",0.4827600641,"OK"
"TSHE2026030700082307","LRLC0003W",0.3517159541,"LOREAL02L",0.3956804484,"OK"
"TSHE2026030200091803","C0000011W",0.9542130136,"LRLC0010H",0.1989046799,"OK"
"TSHE2026030500234723","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026030300010800","LOREAL06H",0.2857930373,"C0000007H",0.7969519189,"OK"
"TSHE2026030800259306","LOREAL01H",0.2896412037,"C0000001H",0.5233986928,"OK"
"TSHD2026030400000713","LOREAL03H",0.0719499199,"LOREAL01G",0.2598191551,"OK"
"TSHE2026030400113083","LOREAL03H",0.5689354968,"LOREAL03G",0.5689354968,"OK"
"TSHE2026030800172491","LOREAL03H",0.1415887037,"LOREAL02L",0.3429788474,"OK"
"TSHE2026030200099158","LOREAL04H",0.3269067078,"LOREAL03G",0.5092200641,"OK"
"TSHE2026030800237126","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHE2026030800223146","LOREAL04H",0.5293280864,"C0000007H",0.6246669095,"OK"
"TSHD2026030500078147","LRLC0003W",0.1942028986,"C0000001H",0.5885490196,"OK"
"TSHD2026030100092964","LOREAL01H",0.0633368056,"C0000001H",0.1144533333,"OK"
"TSHD2026030400051791","C0000009W",0.2154936539,"C0000006H",0.6559520809,"OK"
"TSHD2026030500056433","LOREAL03H",0.1503527244,"LOREAL02L",0.3642084627,"OK"
"TSHE2026030800229850","LRLC0003W",0.1204635524,"LOREAL17H",0.0883358742,"OK"
"TSHD2026031000026627","LOREAL01H",0.2896412037,"C0000001H",0.5233986928,"OK"
"TSHD2026030900089934","LOREAL04H",0.4405183128,"C0000006H",0.6364206302,"OK"
"TSHE2026030500294398","LRLC0003W",0.1924495342,"C0000001H",0.5832352941,"OK"
"TSHE2026031000098950","LRLC0003W",0.1933467046,"LOREAL01G",0.3242585359,"OK"
"TSHE2026030900001730","LOREAL03H",0.3851269231,"LOREAL03G",0.3851269231,"OK"
"TSHE2026031100024571","LOREAL03H",0.1383254747,"LOREAL01G",0.4995086586,"OK"
"TSHD2026030600067354","LOREAL03H",0.0981871795,"LOREAL17H",0.1550323887,"OK"
"TSHE2026030600029276","LRLC0003W",0.1083933851,"LOREAL01G",0.1817847396,"OK"
"TSHD2026022600000106","LOREAL01H",0.1336440972,"C0000001H",0.2415027451,"OK"
"TSHD2026030900085092","LOREAL04H",0.4405183128,"C0000006H",0.6364206302,"OK"
"TSHD2026030800124271","LOREAL04H",0.5157552469,"C0000007H",0.6086494263,"OK"
"TSHD2026030400003397","LOREAL04H",0.5157552469,"C0000007H",0.6086494263,"OK"
"TSHE2026030800232816","C0000011W",0.7382881088,"LOREAL05G",0.5112421544,"OK"
"TSHD2026030900070119","C0000011W",0.5150063974,"C0000011W",0.5150063974,"OK"
"TSHD2026030600013430","LOREAL01H",0.2227813947,"LOREAL01G",0.2227813947,"OK"
"TSHD2026022500180557","LOREAL04H",0.3984337295,"LOREAL03G",0.6206371556,"OK"
"TSHD2026030600021574","LRLC0003W",0.1978047360,"C0000001H",0.5994647059,"OK"
"TSHD2026022800065746","C0000009W",0.1731155197,"LOREAL03G",0.5681657183,"OK"
"TSHD2026030700092337","LRLC0003W",0.1882932195,"C0000001H",0.5706392157,"OK"
"TSHD2026030500018088","C0000009W",0.1931831793,"LRLZ0003H",0.5498344451,"OK"
"TSHE2026030900126592","LOREAL03H",0.1686618389,"LOREAL02L",0.4085597341,"OK"
"TSHE2026030600026953","LRLC0003W",0.2831684351,"LOREAL17H",0.2076472988,"OK"
"TSHE2026030300072654","LRLC0003W",0.1083933851,"LOREAL01G",0.1817847396,"OK"
"TSHD2026022600000087","LOREAL04H",0.3984337295,"LOREAL03G",0.6206371556,"OK"
"TSHD2026030300030858","LOREAL01H",0.0633368056,"C0000001H",0.1144533333,"OK"
"TSHE2026030400155706","LOREAL04H",0.5408055556,"C0000007H",0.6382116190,"OK"
"TSHD2026030700035686","LOREAL04H",0.2898969907,"C0000006H",0.4188166989,"OK"
"TSHE2026030400141082","LOREAL04H",0.6215869342,"C0000007H",0.7335427670,"OK"
"TSHD2026030500021021","LOREAL03H",0.1503527244,"LOREAL02L",0.3642084627,"OK"
"TSHD2026030300071479","LOREAL01H",0.1925636574,"C0000001H",0.3479738562,"OK"
"TSHD2026031000064832","LRLC0003W",0.1656308075,"LOREAL01G",0.2777766667,"OK"
"TSHE2026030100037599","LOREAL03H",0.1379186218,"LOREAL17H",0.2177662449,"OK"
"TSHD2026022600003180","LRLC0003W",0.1978047360,"C0000001H",0.5994647059,"OK"
"TSHD2026030200075853","LOREAL01H",0.0808242188,"C0000001H",0.1460541176,"OK"
"TSHD2026031000010096","LRLC0003W",0.1653672981,"LOREAL01G",0.2773347396,"OK"
"TSHE2026030700094606","C0000009W",0.3743711395,"LOREAL04G",0.7887869342,"OK"
"TSHD2026030800065134","LRLC0003W",0.1183574879,"C0000001H",0.3586928105,"OK"
"TSHE2026030400043454","LOREAL06H",0.2614376121,"LRLF0005L",0.5450888775,"OK"
"TSHE2026030800130539","LOREAL04H",0.3810772634,"C0000006H",0.5505456302,"OK"
"TSHD2026031000041640","LRLC0003W",0.1328385956,"LOREAL01G",0.2227813947,"OK"
"TSHE2026030700090862","LRLC0003W",0.3517159541,"LOREAL02L",0.3956804484,"OK"
"TSHE2026030500154082","C0000009W",0.3236450449,"LRLF0005L",0.6016842547,"OK"
"TSHE2026030500163485","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026022800069621","LOREAL01H",0.2896412037,"C0000001H",0.5233986928,"OK"
"TSHD2026030300009106","LOREAL04H",0.1688295905,"LOREAL02L",0.6370433307,"OK"
"TSHD2026031000015644","LRLC0003W",0.1860372671,"C0000001H",0.5638023529,"OK"
"TSHD2026030200050701","LOREAL03H",0.1503527244,"LOREAL02L",0.3642084627,"OK"
"TSHD2026030100015831","LOREAL03H",0.1503527244,"LOREAL02L",0.3642084627,"OK"
"TSHE2026030300043189","LOREAL01H",0.1134259259,"LOREAL01G",0.1134259259,"OK"
"TSHD2026022600082580","LOREAL04H",0.4566453333,"C0000006H",0.6597194768,"OK"
"TSHD2026022600003785","LOREAL04H",0.4618703704,"C0000007H",0.5450591878,"OK"
"TSHD2026022800016191","LOREAL04H",0.4618703704,"C0000007H",0.5450591878,"OK"
"TSHD2026030100099222","LRLC0003W",0.1653672981,"LOREAL01G",0.2773347396,"OK"
"TSHD2026030600078183","LRLC0003W",0.4350514148,"LOREAL02L",0.4894328416,"OK"
"TSHE2026030300038567","LOREAL03H",0.1177143830,"LOREAL17H",0.1858648153,"OK"
"TSHE2026030400151915","LRLC0003W",0.1638763958,"C0000001H",0.4966418771,"OK"
"TSHE2026030800188172","LOREAL04H",0.3099200412,"LOREAL03G",0.4827600641,"OK"
"TSHE2026030500210749","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHE2026022800084504","LRLC0003W",0.2773819186,"LOREAL01G",0.4651925926,"OK"
"TSHE2026030700102544","LRLC0003W",0.3517159541,"LOREAL02L",0.3956804484,"OK"
"TSHE2026030500203713","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHE2026030800115219","LOREAL03H",0.3851269231,"LOREAL03G",0.3851269231,"OK"
"TSHE2026030600154593","C0000009W",0.2932024777,"LRLF0005L",0.5450888775,"OK"
"TSHD2026022600003686","LOREAL04H",0.2898969907,"C0000006H",0.4188166989,"OK"
"TSHD2026031100007920","C0000011W",0.3406734878,"C0000011W",0.3406734878,"OK"
"TSHD2026031000014955","LRLC0003W",0.1653672981,"LOREAL01G",0.2773347396,"OK"
"TSHD2026030700072306","LOREAL04H",0.2949629630,"LOREAL03G",0.4594615385,"OK"
"TSHD2026031000068773","LOREAL03H",0.2105619231,"LOREAL02L",0.5100568323,"OK"
"TSHD2026030900084230","LOREAL04H",0.4405183128,"C0000006H",0.6364206302,"OK"
"TSHE2026030600149821","LRLC0003W",0.4130503796,"LOREAL02L",0.4646816770,"OK"
"TSHD2026030800082854","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026030900071997","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026030800031581","LOREAL01H",0.3075711806,"LOREAL02L",0.2063210404,"OK"
"TSHE2026030200056606","LOREAL03H",0.1721194729,"LRLC0003W",0.3706092170,"OK"
"TSHE2026030500128326","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026030800069219","LOREAL03H",0.1503527244,"LOREAL02L",0.3642084627,"OK"
"TSHE2026030600149292","LOREAL04H",0.4064427778,"C0000006H",0.5871914090,"OK"
"TSHD2026030300032211","LOREAL01H",0.2888881655,"C0000001H",0.5220379085,"OK"
"TSHD2026030800002852","LRLC0003W",0.1978047360,"C0000001H",0.5994647059,"OK"
"TSHE2026030800232473","C0000011W",0.7382881088,"LOREAL05G",0.5112421544,"OK"
"TSHD2026030400074299","LOREAL03H",0.1990217949,"LOREAL03G",0.1990217949,"OK"
"TSHE2026031000070200","LRLC0003W",0.2107826087,"LOREAL01G",0.3535000000,"OK"
"TSHD2026030100020122","LRLC0003W",0.1673948930,"LOREAL01G",0.2807351852,"OK"
"TSHD2026030900106908","LRLC0003W",0.2110393375,"LOREAL01G",0.3539305556,"OK"
"TSHE2026030500158455","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHE2026030500241137","LOREAL04H",0.4004663786,"C0000006H",0.5785572533,"OK"
"TSHD2026030100093997","C0000011W",0.5780473050,"C0000011W",0.5780473050,"OK"
"TSHE2026030400088272","LOREAL03H",0.5689354968,"LOREAL03G",0.5689354968,"OK"
"TSHD2026030300052434","LRLC0003W",0.3808971705,"LOREAL02L",0.4285093168,"OK"
"TSHE2026030800132602","LOREAL04H",0.5293280864,"C0000007H",0.6246669095,"OK"
"TSHD2026030100058367","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHE2026030500233614","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHE2026030900013230","LRLC0003W",0.1083933851,"LOREAL01G",0.1817847396,"OK"
"TSHD2026030400023633","LOREAL03H",0.5116213141,"C0000006H",0.4745120392,"OK"
"TSHE2026030500049626","LOREAL03H",0.1415887037,"LOREAL02L",0.3429788474,"OK"
"TSHD2026030400020703","LOREAL03H",0.1503527244,"LOREAL02L",0.3642084627,"OK"
"TSHE2026030100051103","LOREAL06H",0.3177708551,"LOREAL04G",0.7508807613,"OK"
"TSHD2026030900066223","LRLC0003W",0.4190144928,"LOREAL02L",0.4713913043,"OK"
"TSHD2026030800001009","LOREAL03H",0.3660331410,"LRLC0003W",0.7881458937,"OK"
"TSHD2026030800017057","LRLC0003W",0.4239061422,"LOREAL02L",0.4768944099,"OK"
"TSHE2026030100015564","C0000009W",0.4388251469,"LOREAL09H",0.5796573658,"OK"
"TSHE2026031000075301","LRLC0003W",0.4190144928,"LOREAL02L",0.4713913043,"OK"
"TSHD2026030200072708","LOREAL01H",0.1560000000,"C0000001H",0.2819011765,"OK"
"TSHE2026030600150287","LRLC0003W",0.3517159541,"LOREAL02L",0.3956804484,"OK"
"TSHD2026030400003463","LOREAL03H",0.7814024038,"LRLZ0003H",0.6776389410,"OK"
"TSHD2026030400078508","LOREAL04H",0.2898969907,"C0000006H",0.4188166989,"OK"
"TSHD2026022600004150","LRLC0003W",0.1591692547,"LOREAL02L",0.1790654115,"OK"
"TSHD2026030300001744","LOREAL03H",0.1983844151,"LOREAL17H",0.3132385501,"OK"
"TSHD2026030400030963","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026030300011870","LOREAL04H",0.1688295905,"LOREAL02L",0.6370433307,"OK"
"TSHD2026030600050237","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026030800026674","LRLC0003W",0.1134834369,"LOREAL01G",0.1903211806,"OK"
"TSHE2026030600007475","LOREAL03H",0.1415887037,"LOREAL02L",0.3429788474,"OK"
"TSHD2026030300070209","LOREAL01H",0.0157013333,"C0000001H",0.0283732329,"OK"
"TSHD2026022600004143","LOREAL03H",0.1983844151,"LOREAL17H",0.3132385501,"OK"
"TSHD2026030800126053","LOREAL03H",0.2032884615,"LOREAL02L",0.4924378882,"OK"
"TSHE2026030800046494","LOREAL01H",0.2896412037,"C0000001H",0.5233986928,"OK"
"TSHE2026030800175681","LRLC0003W",0.1549232229,"LOREAL01G",0.2598191551,"OK"
"TSHD2026030500034398","LOREAL03H",0.2778979167,"LRLZ0002H",0.5711735837,"OK"
"TSHE2026030500271533","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026030900090777","LOREAL04H",0.4405183128,"C0000006H",0.6364206302,"OK"
"TSHD2026031000015170","LRLC0003W",0.4130503796,"LOREAL02L",0.4646816770,"OK"
"TSHE2026030200074931","LRLC0003W",0.1083933851,"LOREAL01G",0.1817847396,"OK"
"TSHE2026030900101552","LOREAL03H",0.2202852564,"LOREAL02L",0.5336102484,"OK"
"TSHD2026030600080036","C0000011W",0.5079456421,"C0000011W",0.5079456421,"OK"
"TSHD2026030100053505","LOREAL01H",0.0633368056,"C0000001H",0.1144533333,"OK"
"TSHD2026030900084516","LOREAL04H",0.4405183128,"C0000006H",0.6364206302,"OK"
"TSHD2026030500100555","LOREAL03H",0.1578006410,"LOREAL02L",0.3822500000,"OK"
"TSHD2026022600006786","LOREAL03H",0.1987483774,"LOREAL03G",0.1987483774,"OK"
"TSHE2026030500049907","LRLC0003W",0.2374267598,"LOREAL17H",0.1741049469,"OK"
"TSHE2026030700188171","LOREAL01H",0.1799270833,"C0000001H",0.3251388235,"OK"
"TSHD2026030900048367","LOREAL04H",0.3315904321,"LOREAL17H",0.8155513664,"OK"
"TSHE2026030700166317","LRLC0003W",0.2967225673,"LOREAL01G",0.4976284722,"OK"
"TSHE2026030100059573","LOREAL04H",0.2817813333,"LOREAL03G",0.4389286154,"OK"
"TSHD2026022600006806","LOREAL04H",0.3848961399,"C0000006H",0.5560627943,"OK"
"TSHD2026031000041983","LOREAL03H",0.1578006410,"LOREAL02L",0.3822500000,"OK"
"TSHD2026030900038725","LOREAL03H",0.2032727244,"LOREAL02L",0.4923997671,"OK"
"TSHD2026030500003701","LRLC0003W",0.3961442374,"LOREAL02L",0.4456622671,"OK"
"TSHD2026030500024265","LOREAL04H",0.3984337295,"LOREAL03G",0.6206371556,"OK"
"TSHE2026030100068356","LOREAL03H",0.3874038462,"LOREAL02G",0.7507453416,"OK"
"TSHE2026030400143298","LOREAL03H",0.0733653846,"COM00002L",0.0073916919,"OK"
"TSHD2026022600006938","LRLC0003W",0.3517159541,"LOREAL02L",0.3956804484,"OK"
"TSHE2026030800255220","LOREAL03H",0.3518581731,"LOREAL17H",0.5555655364,"OK"
"TSHE2026030900105718","LRLC0003W",0.4130503796,"LOREAL02L",0.4646816770,"OK"
"TSHE2026030700178480","LRLC0003W",0.2831684351,"LOREAL17H",0.2076472988,"OK"
"TSHE2026030800088975","LOREAL04H",0.5293280864,"C0000007H",0.6246669095,"OK"
"TSHD2026030900090895","LOREAL04H",0.4405183128,"C0000006H",0.6364206302,"OK"
"TSHE2026030800220643","LOREAL04H",0.5293280864,"C0000007H",0.6246669095,"OK"
"TSHD2026030800009956","LRLC0003W",0.1653672981,"LOREAL01G",0.2773347396,"OK"
"TSHD2026022600006648","LOREAL01H",0.1685590278,"C0000001H",0.3045960784,"OK"
"TSHD2026031000039367","LRLC0003W",0.3297722567,"LOREAL02L",0.3709937888,"OK"
"TSHD2026030600023085","LOREAL03H",0.4240821795,"LOREAL03G",0.4240821795,"OK"
"TSHD2026030100077666","LOREAL01H",0.0633368056,"C0000001H",0.1144533333,"OK"
"TSHE2026030800100113","LRLC0003W",0.2831684351,"LOREAL17H",0.2076472988,"OK"
"TSHD2026030900038313","LOREAL04H",0.3074979938,"LOREAL03G",0.4789872596,"OK"
"TSHD2026030200045505","LRLC0003W",0.3397777778,"LOREAL02L",0.3822500000,"OK"
"TSHD2026030300047881","LRLC0003W",0.1978047360,"C0000001H",0.5994647059,"OK"
"TSHD2026030900027916","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHE2026030100003290","LRLC0003W",0.1083933851,"LOREAL01G",0.1817847396,"OK"
"TSHD2026030200011744","LOREAL04H",0.4437812757,"LOREAL03G",0.6912746795,"OK"
"TSHD2026030200037336","LOREAL03H",0.0981871795,"LOREAL17H",0.1550323887,"OK"
"TSHD2026030100088588","LOREAL03H",0.1314922772,"LOREAL01G",0.4748332234,"OK"
"TSHE2026030700048274","LRLC0003W",0.2831684351,"LOREAL17H",0.2076472988,"OK"
"TSHE2026030500240486","LOREAL06H",0.6756067572,"C0000009H",0.7576934839,"OK"
"TSHD2026030800102311","C0000009W",0.3679821790,"LOREAL04G",0.7753256173,"OK"
"TSHD2026022800008443","LRLC0003W",0.0888762940,"C0000001H",0.2693474510,"OK"
"TSHD2026030100009992","LOREAL01H",0.2896412037,"C0000001H",0.5233986928,"OK"
"TSHD2026030800089471","LOREAL03H",0.1278910256,"LOREAL01G",0.4618287037,"OK"
"TSHE2026030800291988","LOREAL04H",0.5003542798,"C0000006H",0.7228661712,"OK"
"TSHE2026030800064006","LOREAL03H",0.0559460537,"LOREAL17H",0.0883358742,"OK"
"TSHD2026030500010938","LRLC0003W",0.1653672981,"LOREAL01G",0.2773347396,"OK"
"TSHE2026030800278199","LOREAL04H",0.3800000000,"C0000007H",0.4484429066,"OK"
"TSHD2026030900089979","LOREAL04H",0.4405183128,"C0000006H",0.6364206302,"OK"
"TSHD2026030900093235","LOREAL03H",0.1968717949,"LOREAL02L",0.4768944099,"OK"
"TSHD2026030500028975","LOREAL01H",0.1336440972,"C0000001H",0.2415027451,"OK"
"TSHD2026030100075517","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026030300019614","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHE2026030200029227","LRLC0003W",0.5388447205,"LOREAL02L",0.6062003106,"OK"
"TSHE2026030300032524","LRLC0003W",0.2249561767,"LOREAL01G",0.3772702546,"OK"
"TSHE2026030900077608","LOREAL03H",0.3536254487,"LOREAL03G",0.3536254487,"OK"
"TSHD2026030900003984","LRLC0003W",0.1978047360,"C0000001H",0.5994647059,"OK"
"TSHE2026030700088003","LRLC0003W",0.3517159541,"LOREAL02L",0.3956804484,"OK"
"TSHE2026030400024219","LOREAL03H",0.1718221154,"LOREAL03G",0.1718221154,"OK"
"TSHD2026031000011048","LRLC0003W",0.4190144928,"LOREAL02L",0.4713913043,"OK"
"TSHD2026031000013612","LOREAL03H",0.3324073397,"LRLC0003W",0.7157425121,"OK"
"TSHD2026030700073448","LRLC0003W",0.3517159541,"LOREAL02L",0.3956804484,"OK"
"TSHE2026030800153999","LOREAL03H",0.0976402244,"C0000001H",0.6371503268,"OK"
"TSHE2026030200090782","C0000009W",0.1649940768,"LOREAL03G",0.5415111154,"OK"
"TSHD2026022600007373","LOREAL04H",0.4618703704,"C0000007H",0.5450591878,"OK"
"TSHE2026030100027888","C0000009W",0.3551121181,"LOREAL04G",0.7482088477,"OK"
"TSHE2026030300028056","LOREAL04H",0.4254406173,"LOREAL03G",0.6627055769,"OK"
"TSHE2026030500253493","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026030800059223","C0000011W",0.9563208905,"LRLC0010H",0.1993440646,"OK"
"TSHE2026030300001756","LOREAL04H",0.4852400412,"C0000011W",0.4970935750,"OK"
"TSHD2026030900099900","LRLC0003W",0.1978047360,"C0000001H",0.5994647059,"OK"
"TSHD2026022800034153","LOREAL03H",0.1524306891,"LOREAL02L",0.3692420419,"OK"
"TSHD2026030600011651","LRLC0003W",0.2237354727,"LOREAL01G",0.3752230324,"OK"
"TSHD2026031100002343","LOREAL03H",0.2237438141,"LOREAL02L",0.5419881211,"OK"
"TSHD2026030500070124","LRLC0003W",0.1342811853,"C0000001H",0.4069509804,"OK"
"TSHD2026022600007533","C0000011W",0.9575153190,"LRLC0010H",0.1995930419,"OK"
"TSHD2026031100003293","LOREAL03H",0.3422535256,"LOREAL17H",0.5404003036,"OK"
"TSHD2026030600007763","LOREAL04H",0.7150941358,"C0000007H",0.8438918230,"OK"
"TSHE2026030700197912","C0000009W",0.3743711395,"LOREAL04G",0.7887869342,"OK"
"TSHD2026030400037642","LRLC0003W",0.2459862664,"LOREAL01G",0.4125394676,"OK"
"TSHD2026030700090414","LOREAL01H",0.1105783420,"C0000001H",0.1998215686,"OK"
"TSHE2026030500214179","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026030200086153","LOREAL01H",0.0633368056,"C0000001H",0.1144533333,"OK"
"TSHD2026030900060670","LOREAL01H",0.0191250000,"C0000001H",0.0345600000,"OK"
"TSHE2026030700009640","LOREAL03H",0.3851115385,"LOREAL03G",0.3851115385,"OK"
"TSHD2026030800134266","LRLC0003W",0.1978047360,"C0000001H",0.5994647059,"OK"
"TSHD2026030200038916","LOREAL01H",0.0633368056,"C0000001H",0.1144533333,"OK"
"TSHD2026030800078047","C0000011W",0.5320507956,"LRLF0005L",0.4582620733,"OK"
"TSHE2026030500129188","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026022600007696","LRLC0003W",0.1591692547,"LOREAL02L",0.1790654115,"OK"
"TSHD2026030800010668","LOREAL03H",0.3422535256,"LOREAL17H",0.5404003036,"OK"
"TSHD2026030300041538","LRLC0003W",0.1942028986,"C0000001H",0.5885490196,"OK"
"TSHD2026030800069659","LRLC0003W",0.3328853951,"LOREAL02L",0.3744960695,"OK"
"TSHD2026022800089630","C0000009W",0.2600088728,"C0000006H",0.7914542172,"OK"
"TSHE2026030800021607","LOREAL04H",0.4618703704,"C0000007H",0.5450591878,"OK"
"TSHD2026030200054795","LOREAL03H",0.2235179487,"LOREAL03G",0.2235179487,"OK"
"TSHE2026030500191592","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026030300050630","LRLC0003W",0.4130503796,"LOREAL02L",0.4646816770,"OK"
"TSHE2026030800134401","LRLC0003W",0.2831684351,"LOREAL17H",0.2076472988,"OK"
"TSHE2026030500178057","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026030900056383","LRLC0003W",0.2700296756,"LOREAL02L",0.3037833851,"OK"
"TSHD2026030100056059","LRLC0003W",0.1806124914,"LOREAL01G",0.3029021991,"OK"
"TSHD2026022600009450","LOREAL04H",0.3327413333,"LOREAL03G",0.5183086154,"OK"
"TSHE2026030500205336","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHE2026030300077702","LOREAL03H",0.3193248397,"LOREAL17H",0.5041971154,"OK"
"TSHD2026030700044319","LOREAL01H",0.2896412037,"C0000001H",0.5233986928,"OK"
"TSHD2026030700093821","LOREAL04H",0.5157552469,"C0000007H",0.6086494263,"OK"
"TSHD2026022600009391","LRLC0003W",0.1978047360,"C0000001H",0.5994647059,"OK"
"TSHD2026030900084654","LOREAL04H",0.4405183128,"C0000006H",0.6364206302,"OK"
"TSHD2026030500017079","LOREAL03H",0.3851115385,"LOREAL03G",0.3851115385,"OK"
"TSHD2026030600061182","LOREAL01H",0.0633368056,"C0000001H",0.1144533333,"OK"
"TSHD2026030800106034","LRLC0003W",0.3806349206,"LOREAL02L",0.4282142857,"OK"
"TSHD2026030400004887","LRLC0003W",0.1653672981,"LOREAL01G",0.2773347396,"OK"
"TSHD2026030100070984","LOREAL03H",0.3872512500,"LOREAL03G",0.3872512500,"OK"
"TSHE2026030500232471","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026022600009255","LRLC0003W",0.1978047360,"C0000001H",0.5994647059,"OK"
"TSHD2026022600009418","LRLC0003W",0.1669623879,"C0000001H",0.5059942484,"OK"
"TSHD2026030100059740","LRLC0003W",0.1978047360,"C0000001H",0.5994647059,"OK"
"TSHE2026030500290344","LRLC0003W",0.1924495342,"C0000001H",0.5832352941,"OK"
"TSHE2026030900076610","LOREAL03H",0.1475199287,"LOREAL17H",0.2329262032,"OK"
"TSHD2026022600009697","LRLC0003W",0.3517159541,"LOREAL02L",0.3956804484,"OK"
"TSHE2026031000054838","LOREAL03H",0.2921269279,"LOREAL02G",0.5661093261,"OK"
"TSHD2026022700050002","LOREAL04H",0.3848961399,"C0000006H",0.5560627943,"OK"
"TSHD2026022600009782","LOREAL03H",0.1314922772,"LOREAL01G",0.4748332234,"OK"
"TSHD2026030100027810","LOREAL04H",0.5157552469,"C0000007H",0.6086494263,"OK"
"TSHD2026030800078402","LOREAL04H",0.4618703704,"C0000007H",0.5450591878,"OK"
"TSHE2026022800083748","LOREAL03H",0.2309597356,"LOREAL17H",0.3646732667,"OK"
"TSHD2026030800064088","LOREAL03H",0.3063076923,"LRLC0003W",0.6595445135,"OK"
"TSHD2026022600009724","LRLC0003W",0.2170341615,"LOREAL01G",0.3639843750,"OK"
"TSHD2026030800054921","C0000011W",0.3964916496,"LOREAL03G",0.6028846154,"OK"
"TSHD2026030800108251","LOREAL04H",0.3745015432,"C0000006H",0.5410456302,"OK"
"TSHE2026030200099218","LRLC0003W",0.1741325155,"LOREAL01G",0.2920347396,"OK"
"TSHD2026030500080869","LOREAL03H",0.1314922772,"LOREAL01G",0.4748332234,"OK"
"TSHD2026030700090057","C0000011W",0.1635671654,"LOREAL03G",0.2487117388,"OK"
"TSHE2026030700145913","LRLC0003W",0.2831684351,"LOREAL17H",0.2076472988,"OK"
"TSHD2026030100007176","C0000011W",0.3406734878,"C0000011W",0.3406734878,"OK"
"TSHD2026030600078042","LOREAL01H",0.2166024306,"C0000001H",0.3914133333,"OK"
"TSHD2026030100079065","LOREAL03H",0.3851115385,"LOREAL03G",0.3851115385,"OK"
"TSHE2026030800173305","LRLC0003W",0.3517159541,"LOREAL02L",0.3956804484,"OK"
"TSHD2026030500057880","LRLC0003W",0.4914178744,"LOREAL02L",0.5528451087,"OK"
"TSHD2026030100067375","LRLC0003W",0.1400583161,"LOREAL02L",0.1575656056,"OK"
"TSHD2026030200079859","LRLC0003W",0.2330710835,"LOREAL01G",0.3908796296,"OK"
"TSHE2026030900122097","LOREAL01H",0.1577546296,"C0000001H",0.2850718954,"OK"
"TSHE2026030900002066","LOREAL01H",0.2896412037,"C0000001H",0.5233986928,"OK"
"TSHD2026030200045495","LRLC0003W",0.1536266391,"C0000001H",0.4655790850,"OK"
"TSHD2026030400008549","LOREAL03H",0.1983844151,"LOREAL17H",0.3132385501,"OK"
"TSHE2026030400063273","LOREAL03H",0.1983844151,"LOREAL17H",0.3132385501,"OK"
"TSHD2026030700076302","LRLC0003W",0.0819718340,"C0000001H",0.2484228758,"OK"
"TSHD2026030600016186","LOREAL03H",0.1314922772,"LOREAL01G",0.4748332234,"OK"
